location,bedrooms,Bathrooms,area,carpet_area,ownership,sale_type,age_of_the_property,plot_type,floor,Furnishing,Status,Facing,Actual_Price
Iyyappanthangal,2,2,1400,640,Individual,Resale,Under Construction,House & Villas,0,Unfurnished,Ready to Move,East,7619741
Nanganallur,3,3,2250,240,Individual,New,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,East,17105011
Sadhashivam Nagar,2,2,2400,415,Others,New,New Construction,House & Villas,0,Furnished,Ready to Move,North East,12573173
Oragadam,3,2,1050,589,Builder,New,0 to 5 years,House & Villas,1,Unfurnished,Under Construction,South,6694698
Porur,2,3,1100,396,Builder,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,5193963
Madambakkam,3,4,1670,2422,Individual,Resale,Under Construction,House & Villas,0,Unfurnished,Ready to Move,East,21094157
Balaji Nagar,5,4,2222,680,Builder,New,Under Construction,House & Villas,0,Unfurnished,Upcoming,North,17326295
Raja Annamalai Puram,7,7,13500,650,Agent,Resale,Under Construction,House & Villas,1,Semi-Furnished,Ready to Move,South,321329976
Valasaravakkam,4,4,2950,2160,Individual,New,10 to 15 years,House & Villas,1,Semi-Furnished,Under Construction,North,31193296
Guduvancheri,2,2,780,600,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,3337597
Kolathur,2,2,1200,1020,Individual,New,New Construction,House & Villas,1,Furnished,Ready to Move,East,6368470
Kovur,3,2,1932,410,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North,15006274
Sholinganallur,3,3,1550,200,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,11631334
Muglivakkam,4,4,2550,600,Individual,New,New Construction,House & Villas,0,Unfurnished,Under Construction,North East,23518491
Mahindra City,2,2,750,1180,Individual,New,0 to 5 years,House & Villas,0,Furnished,Under Construction,North,3669171
neelankarai,6,6,6240,1200,Individual,Resale,15 to 20 years,House & Villas,0,Semi-Furnished,Ready to Move,North,176111508
Anakaputhur,2,3,935,431,Individual,Resale,10 to 15 years,House & Villas,0,Furnished,Ready to Move,North,6415922
Kandigai,3,3,1253,490,Individual,New,Under Construction,House & Villas,2,Furnished,Ready to Move,North,8364717
Kolathur,2,2,900,650,Builder,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,5371391
Guduvancheri,3,2,928,150,Individual,New,Under Construction,House & Villas,0,Furnished,Under Construction,South East,6637320
Porur,2,3,1200,200,Individual,New,Under Construction,House & Villas,0,Unfurnished,Under Construction,South East,6696397
Veppampattu,2,2,640,2090880,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North East,3303803
West Mambalam,6,6,2700,1100,Individual,New,New Construction,House & Villas,0,Furnished,Ready to Move,East,33439974
Guduvancheri,2,2,878,660,Individual,New,New Construction,House & Villas,0,Furnished,Under Construction,South,3333590
Porur,2,2,1200,1300,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,5406421
Porur,2,3,1200,960,Individual,Resale,0 to 5 years,House & Villas,0,Furnished,Ready to Move,North,4549313
Guduvancheri,2,2,700,587,Builder,New,New Construction,House & Villas,1,Semi-Furnished,Ready to Move,East,3111726
East Coast Road,1,1,540,627,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Upcoming,South,6826117
Singaperumal Koil,3,3,1545,650,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North,8652163
Kavankarai,1,1,500,675,Individual,New,New Construction,House & Villas,1,Semi-Furnished,Ready to Move,North,2141686
Sithalapakkam,2,2,1050,380,Others,New,Under Construction,House & Villas,0,Unfurnished,Under Construction,North,6445652
Tambaram,2,2,1500,1800,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,South,12786237
Tambaram,2,2,900,833,Individual,Resale,New Construction,House & Villas,1,Unfurnished,Ready to Move,South,4156413
Singaperumal Koil,2,2,1545,468,Builder,Resale,5 to 10 years,House & Villas,1,Furnished,Ready to Move,North,10093724
Omr,3,3,1200,430,Individual,Resale,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,South,9438128
Kelambakkam,5,5,1700,943,Individual,Resale,0 to 5 years,House & Villas,2,Unfurnished,Ready to Move,South,16701568
Kanathur,4,3,1050,600,Individual,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,South,6411641
East Coast Road,4,5,4029,520,Builder,New,Under Construction,House & Villas,-1,Furnished,Under Construction,East,29064282
Avadi,3,3,1400,1070,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,East,8677516
Kavankarai,2,2,700,4000,Individual,New,New Construction,House & Villas,0,Furnished,Ready to Move,South,2744651
Nanganallur,3,2,1800,520,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,9637184
Shenoy Nagar,2,1,1200,570,Individual,Resale,0 to 5 years,House & Villas,-1,Unfurnished,Ready to Move,South,5128776
Pammal,4,4,1950,940,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,South,16892768
Minjur,3,3,1800,1200,Individual,Resale,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,South,11383299
Guduvancheri,3,3,1550,1550,Builder,New,0 to 5 years,House & Villas,0,Semi-Furnished,Upcoming,South,11372184
Kovur,2,2,810,2439,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,North,2845690
Ramapuram,2,1,1500,429,Individual,Resale,5 to 10 years,House & Villas,1,Unfurnished,Ready to Move,North,10975084
Manali,2,2,650,850,Individual,Resale,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,South,2561717
Ambattur,3,2,2000,411,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Under Construction,South,17942040
Guduvancheri,1,2,600,1210,Individual,New,New Construction,House & Villas,-1,Unfurnished,Under Construction,North East,2165448
Thoraipakkam,4,3,1750,1750,Individual,Resale,0 to 5 years,House & Villas,0,Furnished,Ready to Move,East,12944474
Vandalur,4,3,2040,940,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North,14329675
Mappedu,3,3,1400,660,Individual,Resale,Type,House & Villas,2,Unfurnished,Ready to Move,South,8300672
padappai,3,2,3600,2193,Individual,Resale,New Construction,House & Villas,0,Unfurnished,Ready to Move,North,26131429
Ra Puram,7,7,13500,967,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,South,127258369
Singaperumal Koil,3,2,1010,729,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Under Construction,North,6343394
Navalur,3,3,1200,10000,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North,7348857
Guduvancheri,2,2,1100,950,Builder,Resale,Under Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,4934157
Palavakkam,2,2,900,945,Individual,New,New Construction,House & Villas,-1,Semi-Furnished,Ready to Move,East,4065843
Tambaram,3,3,1356,729,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North East,7366351
Ambattur,5,2,4000,2686,Individual,Resale,15 to 20 years,House & Villas,0,Semi-Furnished,Ready to Move,East,42265516
Urapakkam,2,2,950,1450,Individual,Resale,15 to 20 years,House & Villas,2,Semi-Furnished,Ready to Move,North,4681231
Padapai,2,2,750,2350,Individual,Resale,10 to 15 years,House & Villas,4,Unfurnished,Ready to Move,North,3532126
Tambaram,2,2,750,2803,Agent,Resale,0 to 5 years,House & Villas,0,Furnished,Ready to Move,South,3100506
Kolathur,2,3,1200,736,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,7467628
Kattupakkam,2,3,1800,700,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,East,12367434
Mogappair West,1,1,390,2400,Agent,Resale,New Construction,House & Villas,-1,Furnished,Ready to Move,East,1599453
neelankarai,3,3,2600,1200,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,East,29034397
Pudupakkam Village,3,4,3000,639,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North,27100738
Avadi,2,1,798,1240,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Upcoming,East,10917907
padappai,3,2,956,592,Individual,New,Under Construction,House & Villas,0,Furnished,Ready to Move,North,10714308
Poonamale High Road,2,2,1000,1000,Agent,New,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,East,4713377
Vandalur,5,7,6825,800,Builder,New,0 to 5 years,House & Villas,1,Unfurnished,Under Construction,South,101882623
Tambaram,3,2,956,1200,Individual,New,Above 20 years,House & Villas,3,Semi-Furnished,Ready to Move,East,3835645
Chettipunniyam,2,2,776,523,Individual,Resale,Above 20 years,House & Villas,1,Semi-Furnished,Ready to Move,West,4372199
padappai,3,2,954,396,Individual,New,New Construction,House & Villas,-1,Unfurnished,Under Construction,East,11693414
Sithalapakkam,2,2,880,1200,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,4609597
Padapai,3,2,956,550,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,6327223
Kilpauk,3,3,2220,1120,Individual,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,North,16806467
Chengalpet,1,1,400,775,Individual,New,0 to 5 years,House & Villas,1,Unfurnished,Under Construction,West,1190574
Madhavaram,3,4,1650,1070,Builder,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,South,13249388
Tambaram,2,2,750,775,Builder,New,New Construction,House & Villas,-1,Unfurnished,Ready to Move,South,3047997
Adyar,5,4,4000,690,Individual,Resale,New Construction,House & Villas,2,Unfurnished,Ready to Move,East,104632485
Nungambakkam,4,5,5000,500,Individual,New,Under Construction,House & Villas,0,Unfurnished,Under Construction,North,37354126
Thiruverkadu,2,3,1130,420,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,6466032
Panayur,5,3,2600,600,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,18497435
Valasaravakkam,3,3,1900,780,Individual,Resale,0 to 5 years,House & Villas,-1,Unfurnished,Ready to Move,South,13255483
Tambaram,2,1,750,200,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North,3798107
Manimangalam,2,1,750,6000,Agent,Resale,New Construction,House & Villas,0,Semi-Furnished,Under Construction,East,4507438
Manimangalam,3,1,956,2200,Individual,Resale,Under Construction,House & Villas,0,Unfurnished,Ready to Move,South East,5425692
Kundrathur,2,2,683,805,Builder,New,New Construction,House & Villas,0,Unfurnished,Under Construction,South,2592447
Guduvancheri,3,2,1239,950,Agent,New,0 to 5 years,House & Villas,2,Semi-Furnished,Ready to Move,South,36494465
Ambattur,4,4,1700,780,Individual,New,New Construction,House & Villas,1,Unfurnished,Under Construction,North East,15734262
Iyyappanthangal,2,2,911,1062,Individual,New,Under Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,4750235
Velachery,4,4,1400,690,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North,9097075
Oragadam,3,2,1050,800,Builder,New,New Construction,House & Villas,0,Unfurnished,Under Construction,North,7843671
Medavakkam,3,3,1600,1159,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,South,10991096
Avadi,1,1,800,880,Individual,New,Under Construction,House & Villas,1,Unfurnished,Under Construction,North,3701188
Iyyappanthangal,2,2,1100,1196,Individual,Resale,Under Construction,House & Villas,0,Furnished,Ready to Move,East,4697960
Keelkattalai Duraisamy Nagar,3,3,1200,15200,Individual,New,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,South,7785620
Perambur,2,2,1400,1000,Builder,New,New Construction,House & Villas,0,Furnished,Ready to Move,South,6503318
Anna Nagar,3,4,3000,1222,Individual,New,Under Construction,House & Villas,2,Unfurnished,Ready to Move,East,34736582
Vadapalani,4,5,2400,100,Individual,New,0 to 5 years,House & Villas,1,Semi-Furnished,Under Construction,East,30432429
Tambaram Mudichur Road,4,5,1650,1400,Builder,New,0 to 5 years,House & Villas,2,Unfurnished,Under Construction,East,17182759
Sithalapakkam,2,3,900,800,Builder,New,Under Construction,House & Villas,0,Unfurnished,Under Construction,North,5980020
Madipakkam,3,2,1800,1551,Individual,Resale,0 to 5 years,House & Villas,-1,Unfurnished,Ready to Move,South,10685049
Saligramam,2,2,750,600,Individual,Resale,10 to 15 years,House & Villas,0,Furnished,Ready to Move,South,4148430
Chengalpattu,2,2,1012,418537,Individual,New,New Construction,House & Villas,0,Furnished,Under Construction,South,7220398
Purasawalkam,6,5,2500,974,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,East,25686077
Choolai,1,1,1800,4301,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,West,44353795
East Coast Road,2,2,1280,726,Individual,New,Above 20 years,House & Villas,1,Unfurnished,Ready to Move,West,8606709
Kolathur,2,2,900,671,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,5637258
Valasaravakkam,4,4,2500,521,Individual,New,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,North,26957184
Kundrathur,2,2,800,1262,Individual,New,New Construction,House & Villas,0,Furnished,Under Construction,North West,4211733
Anakaputhur,2,3,1100,1288,Individual,New,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,East,13127358
Mangadu,2,3,1150,500,Agent,New,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,East,5398565
Villivakkam,2,2,2600,346,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,North,21428759
Gowrivalkkam,4,4,1904,1200,Builder,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,North,19268501
Tambaram,2,2,625,1663,Individual,New,New Construction,House & Villas,0,Furnished,Under Construction,North West,1787028
Muggappair,3,2,624,650,Individual,Resale,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,West,3864190
Guduvancheri,3,3,1450,300,Individual,New,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,South,8634137
Veppampattu,2,2,750,2800,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,South,2081492
Perambur,5,4,2500,8635,Individual,Resale,New Construction,House & Villas,0,Furnished,Ready to Move,North,49221162
Ra Puram,8,8,14898,600,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,North,159289742
Madambakkam,2,3,1100,150,Individual,New,Under Construction,House & Villas,1,Unfurnished,Under Construction,South,5479912
Guduvancheri,2,2,813,550,Individual,New,Under Construction,House & Villas,0,Furnished,Ready to Move,East,3890602
Triplicane,1,1,700,1008,Individual,Resale,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,3527380
Thiruneermalai Main Road,4,3,8000,600,Individual,New,0 to 5 years,House & Villas,1,Furnished,Under Construction,East,66935704
Arumbakkam,3,3,1340,600,Individual,New,Under Construction,House & Villas,0,Unfurnished,Ready to Move,East,11636316
East Coast Road,2,2,900,850,Individual,New,Under Construction,House & Villas,0,Semi-Furnished,Under Construction,North,5190690
Pallikaranai,3,3,1850,1000,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,South East,13755979
Nanganallur,2,2,2000,800,Individual,New,New Construction,House & Villas,0,Furnished,Ready to Move,South,14477859
Kalpakkam To Vandalur Road,4,3,2000,1000,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,South East,16101473
Kolathur,5,5,5400,680,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,North,36354332
Ambattur,2,2,1000,1000,Others,New,New Construction,House & Villas,-1,Unfurnished,Under Construction,North East,7318256
Guduvancheri,3,2,840,1400,Individual,New,New Construction,House & Villas,1,Semi-Furnished,Ready to Move,East,4885884
Mangadu,3,3,1579,1200,Builder,New,New Construction,House & Villas,1,Semi-Furnished,Ready to Move,East,11057465
Omr,2,2,1260,740,Individual,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,East,6004669
Palavakkam,3,3,3000,600,Individual,New,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,North,22179069
East Coast Road,3,3,1800,850,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North East,12044036
Raja Annamalai Puram,7,8,14938,650,Individual,New,Under Construction,House & Villas,1,Semi-Furnished,Ready to Move,South,285039604
Tambaram,3,3,1400,1000,Individual,New,Under Construction,House & Villas,1,Unfurnished,Under Construction,East,7606369
Jafferkhanpet,6,6,3800,793,Builder,New,Under Construction,House & Villas,0,Unfurnished,Under Construction,East,29008047
Kanathur,2,2,2400,1050,Individual,Resale,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,West,20796621
Red Hills,1,1,500,1800,Individual,Resale,Type,House & Villas,0,Unfurnished,Ready to Move,South,1557772
Valasaravakkam,4,4,2565,100,Builder,New,10 to 15 years,House & Villas,0,Furnished,Ready to Move,North,36732452
Oragadam,2,2,1136,633,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,East,5917690
Adambakkam Ganesh Nagar,2,2,1350,775,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,14156315
Porur,3,4,2000,3200,Others,Resale,0 to 5 years,House & Villas,0,Furnished,Ready to Move,East,16210048
Karapakkam,3,3,2250,2000,Individual,Resale,Under Construction,House & Villas,1,Unfurnished,Ready to Move,East,13865008
Porur,4,2,4800,800,Builder,New,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,North,22787857
Iyyappanthangal,2,1,400,800,Individual,Resale,10 to 15 years,House & Villas,1,Furnished,Ready to Move,East,2166911
Tambaram,2,2,850,1700,Individual,Resale,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,South,4332772
Koyambedu,4,3,1800,1800,Individual,Resale,New Construction,House & Villas,0,Unfurnished,Ready to Move,North,14067468
Kellys,30,2,3600,2000,Individual,Resale,Above 20 years,House & Villas,0,Semi-Furnished,Ready to Move,North,27569698
Madhavaram,2,2,716,4000,Others,Resale,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,South,2727216
Kattankulathur,3,2,800,1800,Individual,New,5 to 10 years,House & Villas,0,Semi-Furnished,Ready to Move,East,5430561
Porur,2,2,5200,2500,Individual,New,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,South,25822563
